ID	Category	Description
150018490	DRUG/NARCOTIC	SALE OF METH-AMPHETAMINE
150069459	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150005942	WARRANTS	WARRANT ARREST
150074618	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150083528	MISSING PERSON	MISSING ADULT
166002877	NON-CRIMINAL	LOST PROPERTY
150031680	FRAUD	CREDIT CARD, THEFT BY USE OF
150042126	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150466877	TRESPASS	TRESPASSING
150059701	WARRANTS	WARRANT ARREST
150433707	FRAUD	CREDIT CARD, THEFT BY USE OF
150072195	OTHER OFFENSES	TRAFFIC VIOLATION
150010719	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150062271	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY
150004057	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150289516	OTHER OFFENSES	FALSE PERSONATION
150011773	TRESPASS	LODGING WITHOUT PERMISSION
150008855	ASSAULT	BATTERY
150058189	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150057335	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150858597	WARRANTS	WARRANT ARREST
150050016	FRAUD	FRAUDULENT CREDIT APPLICATION
150120653	TRESPASS	TRESPASSING
150003297	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150023693	FAMILY OFFENSES	FAILURE TO PROVIDE FOR CHILD
150089996	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150040415	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE
150059858	DRUG/NARCOTIC	POSSESSION OF BASE/ROCK COCAINE FOR SALE
150860150	NON-CRIMINAL	LOST PROPERTY
150061176	BURGLARY	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY
150032149	VEHICLE THEFT	STOLEN AUTOMOBILE
150433707	LARCENY/THEFT	GRAND THEFT FROM PERSON
150059795	BURGLARY	BURGLARY OF STORE, FORCIBLE ENTRY
150016698	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150370284	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150001495	SECONDARY CODES	ATM RELATED CRIME
150009853	LARCENY/THEFT	GRAND THEFT FROM PERSON
150138286	TRESPASS	TRESPASSING
150036373	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150040346	OTHER OFFENSES	STAY AWAY ORDER VIOLATION, DV RELATED
150275076	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150044768	FORGERY/COUNTERFEITING	CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED
150052551	ASSAULT	INFLICT INJURY ON COHABITEE
150108342	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE
150155876	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
151043626	VEHICLE THEFT	STOLEN AUTOMOBILE
151018497	ASSAULT	BATTERY
150007562	SEX OFFENSES, FORCIBLE	ENGAGING IN LEWD ACT
150037973	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150009427	OTHER OFFENSES	RESISTING ARREST
150620675	NON-CRIMINAL	FOUND PROPERTY
150026421	SEX OFFENSES, FORCIBLE	ASSAULT TO RAPE WITH BODILY FORCE
150130022	VEHICLE THEFT	STOLEN AUTOMOBILE
150089457	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150026976	ROBBERY	ATTEMPTED ROBBERY WITH BODILY FORCE
150012298	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150009972	WARRANTS	WARRANT ARREST
150014965	OTHER OFFENSES	TRAFFIC VIOLATION
150043873	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES
150042433	DRUG/NARCOTIC	POSSESSION OF COCAINE
120554383	KIDNAPPING	FALSE IMPRISONMENT
150402809	OTHER OFFENSES	RESISTING ARREST
150051804	FORGERY/COUNTERFEITING	CHECKS, POSSESSION WITH INTENT TO PASS
150024817	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150085433	ASSAULT	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
150014802	ASSAULT	BATTERY OF A POLICE OFFICER
150022720	ASSAULT	BATTERY
150141289	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150005124	WEAPON LAWS	POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
150050050	MISSING PERSON	FOUND PERSON
150503576	NON-CRIMINAL	LOST PROPERTY
150033131	OTHER OFFENSES	PROBATION VIOLATION
150055000	WARRANTS	WARRANT ARREST
150066778	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150706827	VEHICLE THEFT	STOLEN TRUCK
150530842	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150041281	OTHER OFFENSES	RESISTING ARREST
150006445	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150031997	WARRANTS	WARRANT ARREST
150002512	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150056741	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150018321	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150063241	OTHER OFFENSES	STAY AWAY ORDER VIOLATION, DV RELATED
150567243	NON-CRIMINAL	CASE CLOSURE
150120625	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150026562	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150004251	BURGLARY	BURGLARY, FORCIBLE ENTRY
150052147	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150039521	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150007211	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150028182	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150006570	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150037939	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150058719	SECONDARY CODES	DOMESTIC VIOLENCE
150041877	VEHICLE THEFT	STOLEN AUTOMOBILE
150245966	SECONDARY CODES	DOMESTIC VIOLENCE
150003667	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150050878	OTHER OFFENSES	FALSE PERSONATION
150083857	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150031373	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO
150003827	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150032804	FRAUD	CREDIT CARD, THEFT BY USE OF
150144192	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150054529	FORGERY/COUNTERFEITING	MANUFACTURE OR SALE OF COUNTERFEIT GOODS
150034866	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150059068	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150043099	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150497236	MISSING PERSON	FOUND PERSON
150971296	VEHICLE THEFT	STOLEN AUTOMOBILE
150013246	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150062607	OTHER OFFENSES	FALSE EVIDENCE OF VEHICLE REGISTRATION
150060996	ASSAULT	BATTERY
150024801	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150042552	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150017931	BURGLARY	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY
150039521	ASSAULT	INFLICT INJURY ON COHABITEE
150039098	ASSAULT	BATTERY
150020677	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE
150011842	ASSAULT	THREATS AGAINST LIFE
150560112	LARCENY/THEFT	GRAND THEFT SHOPLIFTING
150074577	OTHER OFFENSES	PERMIT VIOLATION, POLICE (GENERAL)
150036555	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150032553	NON-CRIMINAL	CASE CLOSURE
150051967	VEHICLE THEFT	STOLEN TRUCK
150046156	WEAPON LAWS	FIREARM, ARMED WHILE POSSESSING CONTROLLED SUBSTANCE
150051070	LARCENY/THEFT	GRAND THEFT FROM PERSON
150060087	KIDNAPPING	FALSE IMPRISONMENT
150036470	ASSAULT	THREATS AGAINST LIFE
120909750	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150040409	VEHICLE THEFT	STOLEN TRUCK
150053101	ASSAULT	AGGRAVATED ASSAULT WITH A GUN
150019410	NON-CRIMINAL	LOST PROPERTY
151114960	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150141869	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
150050135	ASSAULT	BATTERY
150031527	OTHER OFFENSES	RESISTING ARREST
150200192	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150050226	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150030717	ROBBERY	ROBBERY ON THE STREET WITH A GUN
150028392	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150050276	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO
150022902	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150405916	NON-CRIMINAL	FOUND PROPERTY
150005685	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150057012	OTHER OFFENSES	RECKLESS DRIVING
150057012	VEHICLE THEFT	STOLEN AUTOMOBILE
150040095	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150034004	TRESPASS	LODGING WITHOUT PERMISSION
150028994	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150054234	WARRANTS	WARRANT ARREST
150059541	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150020188	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150057664	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150037440	TRESPASS	TRESPASSING
150530240	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150134353	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150025774	OTHER OFFENSES	PROBATION VIOLATION
150008582	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150045681	MISSING PERSON	FOUND PERSON
150039082	ROBBERY	ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE
150004869	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150045261	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150935054	ASSAULT	BATTERY
150008015	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150003140	OTHER OFFENSES	DEFRAUDING TAXI DRIVER
150041225	NON-CRIMINAL	TARASOFF REPORT
156033553	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150008532	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150009477	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150039145	ASSAULT	BATTERY
150028643	TRESPASS	TRESPASSING
150023320	BURGLARY	BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY
150774642	OTHER OFFENSES	FALSE PERSONATION
150046805	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150109986	OTHER OFFENSES	TRAFFIC VIOLATION
150777210	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150000215	ASSAULT	ATTEMPTED HOMICIDE WITH A GUN
150005481	VEHICLE THEFT	STOLEN AUTOMOBILE
150009693	NON-CRIMINAL	CIVIL SIDEWALKS, CITATION
150048544	ASSAULT	FALSE IMPRISONMENT
150024801	WARRANTS	WARRANT ARREST
150050624	ASSAULT	BATTERY OF A POLICE OFFICER
150042825	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150132777	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150049194	SEX OFFENSES, FORCIBLE	FORCIBLE RAPE, BODILY FORCE
150019357	ASSAULT	BATTERY
150014755	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150028609	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150038824	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
156249813	NON-CRIMINAL	LOST PROPERTY
151006793	LARCENY/THEFT	ATTEMPTED THEFT FROM LOCKED VEHICLE
150027015	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150566546	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150017505	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150078234	DISORDERLY CONDUCT	DISTURBING THE PEACE, COMMOTION
150072963	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150051274	VEHICLE THEFT	STOLEN TRUCK
140820437	SEX OFFENSES, FORCIBLE	CHILD ABUSE, PORNOGRAPHY
150026170	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150058060	FRAUD	CREDIT CARD, THEFT OF
150007590	MISSING PERSON	FOUND PERSON
150105821	WARRANTS	WARRANT ARREST
150050367	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150094901	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150135210	MISSING PERSON	FOUND PERSON
150060140	STOLEN PROPERTY	STOLEN ACCESS CARD, POSSESSION
150038664	LARCENY/THEFT	PETTY THEFT AUTO STRIP
150061035	NON-CRIMINAL	CIVIL SIDEWALKS, CITATION
150030698	OTHER OFFENSES	VIOLATION OF MUNICIPAL POLICE CODE
150051666	ASSAULT	INFLICT INJURY ON COHABITEE
150058311	VEHICLE THEFT	STOLEN AUTOMOBILE
150041805	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150035892	TRESPASS	TRESPASSING
150004370	VEHICLE THEFT	STOLEN MOTORCYCLE
150014131	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150114515	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150042427	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150557244	OTHER OFFENSES	RESISTING ARREST
150031088	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
166021861	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150102560	FAMILY OFFENSES	ABANDONMENT OF CHILD
150064562	OTHER OFFENSES	PROBATION VIOLATION
150639949	ASSAULT	THREATS AGAINST LIFE
150014937	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150108552	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150043914	VEHICLE THEFT	STOLEN AUTOMOBILE
150054535	SECONDARY CODES	DOMESTIC VIOLENCE
150421150	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150055505	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150100940	VEHICLE THEFT	STOLEN TRUCK
150016836	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO
150828794	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150016513	ARSON	ARSON
150030400	NON-CRIMINAL	FOUND PROPERTY
150068285	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150627659	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150541134	NON-CRIMINAL	FOUND PROPERTY
150033959	DRUG/NARCOTIC	PLANTING/CULTIVATING MARIJUANA
150001285	WARRANTS	WARRANT ARREST
150058571	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150037365	NON-CRIMINAL	LOST PROPERTY
150204536	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150521647	VEHICLE THEFT	STOLEN AND RECOVERED VEHICLE
150719591	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150054870	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150036527	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150111204	SECONDARY CODES	DOMESTIC VIOLENCE
150011610	BURGLARY	BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY
150037763	VEHICLE THEFT	STOLEN MOTORCYCLE
150049912	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150007813	FORGERY/COUNTERFEITING	CHECKS, MAKE OR PASS FICTITIOUS
150012339	ROBBERY	ROBBERY OF A BANK WITH BODILY FORCE
150007879	SECONDARY CODES	DOMESTIC VIOLENCE
150031044	OTHER OFFENSES	FAILURE TO HEED RED LIGHT AND SIREN
150061825	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150048851	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150023336	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150000027	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150027554	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150043196	NON-CRIMINAL	LOST PROPERTY
150025859	OTHER OFFENSES	FALSE PERSONATION
150061988	MISSING PERSON	MISSING JUVENILE
150009916	SUSPICIOUS OCC	SUSPICIOUS PERSON
150140899	ROBBERY	ROBBERY, BODILY FORCE
150143031	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150026299	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150057802	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150018280	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150057410	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150778939	NON-CRIMINAL	FOUND PROPERTY
150061728	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
151097883	ASSAULT	BATTERY
111008842	ASSAULT	BATTERY WITH SERIOUS INJURIES
150033078	MISSING PERSON	FOUND PERSON
150023057	NON-CRIMINAL	LOST PROPERTY
150005378	OTHER OFFENSES	TRAFFIC VIOLATION
150043334	ROBBERY	ROBBERY, BODILY FORCE
150047596	LARCENY/THEFT	GRAND THEFT FROM PERSON
150333709	MISSING PERSON	FOUND PERSON
150049718	VEHICLE THEFT	STOLEN AUTOMOBILE
150569528	ASSAULT	BATTERY
150070252	ASSAULT	BATTERY
150011262	OTHER OFFENSES	INDECENT EXPOSURE
150087326	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150618153	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150830523	ASSAULT	BATTERY
150056569	VEHICLE THEFT	STOLEN TRUCK
150814561	OTHER OFFENSES	OBSCENE PHONE CALLS(S)
150055903	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150038636	ROBBERY	ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ A KNIFE
150039640	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150004916	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150038404	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150022720	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150004524	DRUG/NARCOTIC	SALE OF MARIJUANA
150058452	TRESPASS	TRESPASSING
150030068	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150037810	MISSING PERSON	MISSING JUVENILE
150061433	LARCENY/THEFT	PETTY THEFT BICYCLE
150033454	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150053402	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150048453	WARRANTS	WARRANT ARREST
150059052	NON-CRIMINAL	AIDED CASE
150007465	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150014238	SECONDARY CODES	DOMESTIC VIOLENCE
160005443	MISSING PERSON	MISSING ADULT
150033197	ASSAULT	ATTEMPTED SIMPLE ASSAULT
151051425	WARRANTS	WARRANT ARREST
150466877	BURGLARY	BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY
150763673	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150007948	WARRANTS	ENROUTE TO DEPARTMENT OF CORRECTIONS
150031527	DISORDERLY CONDUCT	MAINTAINING A PUBLIC NUISANCE
130549302	WARRANTS	WARRANT ARREST
150067259	SECONDARY CODES	ATM RELATED CRIME
150131882	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150056525	VEHICLE THEFT	STOLEN AND RECOVERED VEHICLE
150339111	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150063144	VEHICLE THEFT	STOLEN AUTOMOBILE
150281192	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150480526	MISSING PERSON	MISSING JUVENILE
150149471	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150036787	MISSING PERSON	MISSING JUVENILE
150307873	VEHICLE THEFT	STOLEN AUTOMOBILE
150012919	WEAPON LAWS	CARRYING A CONCEALED WEAPON
150006291	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150010850	WARRANTS	ENROUTE TO ADULT AUTHORITY
150058991	ASSAULT	INFLICT INJURY ON COHABITEE
150020279	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150122370	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150032252	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150039474	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
150060087	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150656131	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150016109	NON-CRIMINAL	CIVIL SIDEWALKS, WARNING
150044188	LARCENY/THEFT	PETTY THEFT BICYCLE
150010941	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150008485	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150011494	ARSON	ARSON
150071313	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150013058	LARCENY/THEFT	GRAND THEFT BICYCLE
150018387	WARRANTS	WARRANT ARREST
150005174	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150106459	VEHICLE THEFT	STOLEN AUTOMOBILE
150772793	WARRANTS	ENROUTE TO ADULT AUTHORITY
150029005	WARRANTS	WARRANT ARREST
150013898	ROBBERY	ROBBERY OF A CHAIN STORE WITH BODILY FORCE
150046770	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
151046880	TRESPASS	TRESPASSING
150014153	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150043782	LARCENY/THEFT	GRAND THEFT FROM PERSON
150209207	ASSAULT	BATTERY
150046601	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150052313	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150778490	VEHICLE THEFT	STOLEN AUTOMOBILE
150023502	VEHICLE THEFT	STOLEN AUTOMOBILE
150058612	BURGLARY	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY
150092745	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
150709655	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150014551	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150044417	ASSAULT	BATTERY
150030983	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150003366	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150718220	ASSAULT	BATTERY
150132943	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150036840	OTHER OFFENSES	CONSPIRACY
150378846	ROBBERY	ROBBERY ON THE STREET WITH A DANGEROUS WEAPON
150023950	OTHER OFFENSES	AGGRESSIVE SOLICITING
150000691	ASSAULT	ASSAULT WITH CAUSTIC CHEMICALS
150043572	ROBBERY	ROBBERY, ARMED WITH A DANGEROUS WEAPON
150156410	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150113783	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150007039	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150039010	MISSING PERSON	FOUND PERSON
150383265	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150045346	OTHER OFFENSES	PAROLE VIOLATION
150071460	SECONDARY CODES	JUVENILE INVOLVED
150056086	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150020097	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150070111	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150716462	NON-CRIMINAL	FOUND PROPERTY
150050890	SEX OFFENSES, FORCIBLE	FORCIBLE RAPE, BODILY FORCE
150000629	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150035870	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150511977	BURGLARY	BURGLARY, HOT PROWL, UNLAWFUL ENTRY
150048124	DRUG/NARCOTIC	POSSESSION OF HEROIN FOR SALES
150022673	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150006677	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150033147	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150042756	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150059024	WARRANTS	WARRANT ARREST
150035472	ASSAULT	ATTEMPTED SIMPLE ASSAULT
150808508	WARRANTS	PROBATION SEARCH
150030870	ASSAULT	ASSAULT WITH CAUSTIC CHEMICALS
130789746	OTHER OFFENSES	PAROLE VIOLATION
150070343	OTHER OFFENSES	FALSE PERSONATION
150058236	OTHER OFFENSES	PHONE CALLS, OBSCENE
150525912	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150070860	OTHER OFFENSES	TRAFFIC VIOLATION
150030466	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150027811	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150013898	OTHER OFFENSES	CONSPIRACY
150001467	VANDALISM	MALICIOUS MISCHIEF, TIRE SLASHING
150727077	BURGLARY	BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY
150006586	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150073375	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150059024	STOLEN PROPERTY	STOLEN ACCESS CARD, POSSESSION
150761081	WARRANTS	WARRANT ARREST
150032848	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150056149	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150023916	ASSAULT	INFLICT INJURY ON COHABITEE
150035698	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150139024	SECONDARY CODES	GANG ACTIVITY
150523916	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150068263	NON-CRIMINAL	AIDED CASE, DOG BITE
150060861	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150619480	WARRANTS	WARRANT ARREST
150054030	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150030892	OTHER OFFENSES	VIOLATION OF MUNICIPAL POLICE CODE
150021619	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150024776	ASSAULT	BATTERY OF A POLICE OFFICER
150028825	OTHER OFFENSES	RESISTING ARREST
150032575	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150031470	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
156211135	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO
150060617	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150051230	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150041300	ASSAULT	BATTERY
150093464	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150140554	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES
150027491	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
